,blockchain,category,contract_address,decimals,from,time,to,token,value
10,avalanche_c,in,0xb31f66aa3c1e785363f0875a1b74e27b85fd66c7,18.0,0x5cfcd7e6d055ba4f7b998914336254ade3f69f26,2021-11-24 00:00:00.000 UTC,0xd7ada77aa0f82e6b3cf5bf9208b0e5e1826cd79c,avax-avalanche,23402164073107
11,avalanche_c,in,0xb31f66aa3c1e785363f0875a1b74e27b85fd66c7,18.0,0x5cfcd7e6d055ba4f7b998914336254ade3f69f26,2021-12-03 00:00:00.000 UTC,0xd7ada77aa0f82e6b3cf5bf9208b0e5e1826cd79c,avax-avalanche,5717680179818876
12,avalanche_c,in,0xb31f66aa3c1e785363f0875a1b74e27b85fd66c7,18.0,0x5cfcd7e6d055ba4f7b998914336254ade3f69f26,2021-12-24 00:00:00.000 UTC,0xd7ada77aa0f82e6b3cf5bf9208b0e5e1826cd79c,avax-avalanche,2770546423813160223
13,,in,0x55904f416586b5140a0f666cf5acf320adf64846,,0xf44938b0125a6662f9536281ad2cd6c499f22004,2021-11-14 00:00:00.000 UTC,0xd7ada77aa0f82e6b3cf5bf9208b0e5e1826cd79c,,651542342359642393007263
14,,in,0xcfc37a6ab183dd4aed08c204d1c2773c0b1bdf46,,0xc05e61d0e7a63d27546389b7ad62fdff5a91aace,2021-12-02 00:00:00.000 UTC,0xd7ada77aa0f82e6b3cf5bf9208b0e5e1826cd79c,,93767899258435195133662
15,,in,0xcfc37a6ab183dd4aed08c204d1c2773c0b1bdf46,,0x0000000000000000000000000000000000000000,2021-11-15 00:00:00.000 UTC,0xd7ada77aa0f82e6b3cf5bf9208b0e5e1826cd79c,,8247113000000000000000000
16,,in,0x321e7092a180bb43555132ec53aaa65a5bf84251,,0x0000000000000000000000000000000000000000,2021-11-30 00:00:00.000 UTC,0xd7ada77aa0f82e6b3cf5bf9208b0e5e1826cd79c,,175000000000000000000
17,avalanche_c,in,0xb31f66aa3c1e785363f0875a1b74e27b85fd66c7,18.0,0x5cfcd7e6d055ba4f7b998914336254ade3f69f26,2021-11-24 00:00:00.000 UTC,0xd7ada77aa0f82e6b3cf5bf9208b0e5e1826cd79c,avax-avalanche,2622539018816
18,,in,0xcfc37a6ab183dd4aed08c204d1c2773c0b1bdf46,,0x8f0b51340fd61349ffb4fb32d0eeaacdcf6d7357,2021-11-14 00:00:00.000 UTC,0xd7ada77aa0f82e6b3cf5bf9208b0e5e1826cd79c,,654337230292978089982430
19,,in,0xcfc37a6ab183dd4aed08c204d1c2773c0b1bdf46,,0xf44938b0125a6662f9536281ad2cd6c499f22004,2021-11-14 00:00:00.000 UTC,0xd7ada77aa0f82e6b3cf5bf9208b0e5e1826cd79c,,436635509390490772572173
20,,in,0xcfc37a6ab183dd4aed08c204d1c2773c0b1bdf46,,0x8f0b51340fd61349ffb4fb32d0eeaacdcf6d7357,2021-11-14 00:00:00.000 UTC,0xd7ada77aa0f82e6b3cf5bf9208b0e5e1826cd79c,,533527393304339367921269
21,,in,0xcfc37a6ab183dd4aed08c204d1c2773c0b1bdf46,,0xc05e61d0e7a63d27546389b7ad62fdff5a91aace,2021-10-08 00:00:00.000 UTC,0xd7ada77aa0f82e6b3cf5bf9208b0e5e1826cd79c,,4395289912532141800326
22,avalanche_c,in,0xd586e7f844cea2f87f50152665bcbc2c279d8d70,18.0,0xe55e19fb4f2d85af758950957714292dac1e25b2,2021-11-14 00:00:00.000 UTC,0xd7ada77aa0f82e6b3cf5bf9208b0e5e1826cd79c,dai-dai,102189689479955554063648
23,,in,0x1f1e7c893855525b303f99bdf5c3c05be09ca251,,0xc05e61d0e7a63d27546389b7ad62fdff5a91aace,2021-10-08 00:00:00.000 UTC,0xd7ada77aa0f82e6b3cf5bf9208b0e5e1826cd79c,,11976962548325104950928
24,avalanche_c,in,0xa7d7079b0fead91f3e65f86e8915cb59c1a4c664,6.0,0xe55e19fb4f2d85af758950957714292dac1e25b2,2021-11-14 00:00:00.000 UTC,0xd7ada77aa0f82e6b3cf5bf9208b0e5e1826cd79c,usdce-usd-coine,374709146779
25,avalanche_c,in,0xc7198437980c041c805a1edcba50c1ce5db95118,6.0,0xe55e19fb4f2d85af758950957714292dac1e25b2,2021-11-14 00:00:00.000 UTC,0xd7ada77aa0f82e6b3cf5bf9208b0e5e1826cd79c,usdte-tether-usde,57730373425
26,,in,0x4c4f4f4122c3a80d30c1ad6ad2828953015bd52c,,0xb31f66aa3c1e785363f0875a1b74e27b85fd66c7,2022-10-18 00:00:00.000 UTC,0xd7ada77aa0f82e6b3cf5bf9208b0e5e1826cd79c,,74041750000000000000
