,blockchain,category,contract_address,decimals,from,time,to,token,value
0,,from,0xe264cb5a941f98a391b9d5244378edf79bf5c19e,,0x940279d22eb27415f2b0a0ee6287749b5b19f43d,2022-05-07 00:00:00.000 UTC,0x0af91fa049a7e1894f480bfe5bba20142c6c29a9,,60162150000000000000000
1,,from,0x2913e812cf0dcca30fb28e6cac3d2dcff4497688,,0x940279d22eb27415f2b0a0ee6287749b5b19f43d,2022-05-07 00:00:00.000 UTC,0x1d9bfc24d9e7eeda4119ceca11eaf4c24e622e62,,89460000000000000000
2,,from,0x3ea9b0ab55f34fb188824ee288ceaefc63cf908e,,0x940279d22eb27415f2b0a0ee6287749b5b19f43d,2022-03-09 00:00:00.000 UTC,0x0af91fa049a7e1894f480bfe5bba20142c6c29a9,,20000000000000000000
3,,from,0x080f6aed32fc474dd5717105dba5ea57268f46eb,18.0,0x940279d22eb27415f2b0a0ee6287749b5b19f43d,2022-05-07 00:00:00.000 UTC,0xb573a1a496a048436f493e662612d875b08a97f5,snx-synthetix-network-token,100000000000000000000000
4,,from,0x080f6aed32fc474dd5717105dba5ea57268f46eb,18.0,0x940279d22eb27415f2b0a0ee6287749b5b19f43d,2022-05-07 00:00:00.000 UTC,0x65ddd0cb5c06c642c344efddbccab97031e0f2ba,snx-synthetix-network-token,100000000000000000000000
5,,from,0x3ea9b0ab55f34fb188824ee288ceaefc63cf908e,,0x940279d22eb27415f2b0a0ee6287749b5b19f43d,2022-05-07 00:00:00.000 UTC,0x0000000000000000000000000000000000000000,,21000000000000000000
6,,from,0x3ea9b0ab55f34fb188824ee288ceaefc63cf908e,,0x940279d22eb27415f2b0a0ee6287749b5b19f43d,2021-11-12 00:00:00.000 UTC,0x0af91fa049a7e1894f480bfe5bba20142c6c29a9,,32000000000000000000
7,,from,0x3ea9b0ab55f34fb188824ee288ceaefc63cf908e,,0x940279d22eb27415f2b0a0ee6287749b5b19f43d,2021-11-01 00:00:00.000 UTC,0x0af91fa049a7e1894f480bfe5bba20142c6c29a9,,10000000000000000000
8,,from,0x3ea9b0ab55f34fb188824ee288ceaefc63cf908e,,0x940279d22eb27415f2b0a0ee6287749b5b19f43d,2022-02-18 00:00:00.000 UTC,0x4bd970cef843c27d77d1f531336765dcc4b29c18,,10500000000000000000
9,,from,0x3ea9b0ab55f34fb188824ee288ceaefc63cf908e,,0x940279d22eb27415f2b0a0ee6287749b5b19f43d,2021-10-28 00:00:00.000 UTC,0x0af91fa049a7e1894f480bfe5bba20142c6c29a9,,10000000000000000000
10,,from,0x080f6aed32fc474dd5717105dba5ea57268f46eb,18.0,0x940279d22eb27415f2b0a0ee6287749b5b19f43d,2022-05-07 00:00:00.000 UTC,0x6db7c1afd6974deb6c0d7d5ff8a101408042cd02,snx-synthetix-network-token,100000000000000000000000
11,,from,0x080f6aed32fc474dd5717105dba5ea57268f46eb,18.0,0x940279d22eb27415f2b0a0ee6287749b5b19f43d,2021-12-02 00:00:00.000 UTC,0x73186f2cf2493f20836b17b21ae79fc12934e207,snx-synthetix-network-token,250000000000000000000000
12,,from,0x3ea9b0ab55f34fb188824ee288ceaefc63cf908e,,0x940279d22eb27415f2b0a0ee6287749b5b19f43d,2021-10-29 00:00:00.000 UTC,0x0af91fa049a7e1894f480bfe5bba20142c6c29a9,,25600000000000000000
13,,from,0x3ea9b0ab55f34fb188824ee288ceaefc63cf908e,,0x940279d22eb27415f2b0a0ee6287749b5b19f43d,2022-05-07 00:00:00.000 UTC,0x1d9bfc24d9e7eeda4119ceca11eaf4c24e622e62,,11840000000000000000
14,,from,0x3ea9b0ab55f34fb188824ee288ceaefc63cf908e,,0x940279d22eb27415f2b0a0ee6287749b5b19f43d,2021-12-23 00:00:00.000 UTC,0x0af91fa049a7e1894f480bfe5bba20142c6c29a9,,8000000000000000000
15,,from,0x3ea9b0ab55f34fb188824ee288ceaefc63cf908e,,0x940279d22eb27415f2b0a0ee6287749b5b19f43d,2021-12-01 00:00:00.000 UTC,0xb3dad3c24a861b84fdf380b212662620627d4e15,,5000000000000000000
16,,from,0x3ea9b0ab55f34fb188824ee288ceaefc63cf908e,,0x940279d22eb27415f2b0a0ee6287749b5b19f43d,2021-11-19 00:00:00.000 UTC,0x0af91fa049a7e1894f480bfe5bba20142c6c29a9,,16300000000000000000
17,,from,0x3ea9b0ab55f34fb188824ee288ceaefc63cf908e,,0x940279d22eb27415f2b0a0ee6287749b5b19f43d,2022-02-18 00:00:00.000 UTC,0x154078871c6d58c16e28e03afda60fe77b75eaac,,10500000000000000000
18,,from,0x3ea9b0ab55f34fb188824ee288ceaefc63cf908e,,0x940279d22eb27415f2b0a0ee6287749b5b19f43d,2021-11-19 00:00:00.000 UTC,0x0af91fa049a7e1894f480bfe5bba20142c6c29a9,,14000000000000000000
