,blockchain,category,contract_address,decimals,from,time,to,token,value
27,,in,0xbaac2b4491727d78d2b78815144570b9f2fe8899,,0x2796317b0ff8538f253012862c06787adfb8ceb6,2022-02-18 00:00:00.000 UTC,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,,125000000000000000000000
28,ethereum,in,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,6.0,0x2796317b0ff8538f253012862c06787adfb8ceb6,2022-12-13 00:00:00.000 UTC,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,usdc-usd-coin,10964424905
29,,in,0xbaac2b4491727d78d2b78815144570b9f2fe8899,,0x2796317b0ff8538f253012862c06787adfb8ceb6,2023-06-29 00:00:00.000 UTC,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,,270000000000000000000000
30,,in,0x18f00d0d352f14ef0b94bbddbf507b12705fb316,,0x0af91fa049a7e1894f480bfe5bba20142c6c29a9,2023-02-03 00:00:00.000 UTC,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,,324778534324556032
31,ethereum,in,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,6.0,0x0af91fa049a7e1894f480bfe5bba20142c6c29a9,2021-10-14 00:00:00.000 UTC,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,usdc-usd-coin,25874908326
32,,in,0xbaac2b4491727d78d2b78815144570b9f2fe8899,,0x2796317b0ff8538f253012862c06787adfb8ceb6,2022-03-20 00:00:00.000 UTC,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,,5000000000000000000000
33,ethereum,in,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,6.0,0x1111111254fb6c44bac0bed2854e76f90643097d,2022-03-27 00:00:00.000 UTC,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,usdc-usd-coin,393588360175
34,ethereum,in,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,6.0,0x2796317b0ff8538f253012862c06787adfb8ceb6,2022-09-19 00:00:00.000 UTC,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,usdc-usd-coin,54572700996
35,ethereum,in,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,6.0,0x0af91fa049a7e1894f480bfe5bba20142c6c29a9,2022-03-16 00:00:00.000 UTC,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,usdc-usd-coin,548717665459
36,ethereum,in,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,6.0,0x1116898dda4015ed8ddefb84b6e8bc24528af2d8,2021-11-25 00:00:00.000 UTC,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,usdc-usd-coin,9613667242
37,,in,0x2f848b4a2b5dfc3b9e4eb229551c0887e6348653,,0xb85a676965436e65f9b878c94cc4f5b53b96586e,2022-09-23 00:00:00.000 UTC,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,,389636000000000000000000
38,ethereum,in,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,6.0,0x1116898dda4015ed8ddefb84b6e8bc24528af2d8,2023-02-07 00:00:00.000 UTC,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,usdc-usd-coin,5938578286
39,ethereum,in,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,6.0,0x1116898dda4015ed8ddefb84b6e8bc24528af2d8,2022-07-04 00:00:00.000 UTC,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,usdc-usd-coin,88897301488
40,,in,0xbaac2b4491727d78d2b78815144570b9f2fe8899,,0x2796317b0ff8538f253012862c06787adfb8ceb6,2022-12-13 00:00:00.000 UTC,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,,385000000000000000000000
41,ethereum,in,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,6.0,0x1116898dda4015ed8ddefb84b6e8bc24528af2d8,2021-11-15 00:00:00.000 UTC,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,usdc-usd-coin,882848776
42,,in,0xbaac2b4491727d78d2b78815144570b9f2fe8899,,0x2796317b0ff8538f253012862c06787adfb8ceb6,2022-04-11 00:00:00.000 UTC,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,,230000000000000000000000
43,ethereum,in,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,6.0,0x3416cf6c708da44db2624d63ea0aaef7113527c6,2022-03-10 00:00:00.000 UTC,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,usdc-usd-coin,52756967850
44,ethereum,in,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,6.0,0xc63b0708e2f7e69cb8a1df0e1389a98c35a76d52,2022-03-10 00:00:00.000 UTC,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,usdc-usd-coin,17293377197
45,,in,0x4eb8b4c65d8430647586cf44af4bf23ded2bb794,,0xa448833bece66fd8803ac0c390936c79b5fd6edf,2022-02-22 00:00:00.000 UTC,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,,342189366626560171321904
46,,in,0xbaac2b4491727d78d2b78815144570b9f2fe8899,,0x2796317b0ff8538f253012862c06787adfb8ceb6,2022-07-04 00:00:00.000 UTC,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,,85000000000000000000000
47,ethereum,in,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,6.0,0x0d745ad687f2b1e1941569f09f612f60ad4ad5bc,2023-05-24 00:00:00.000 UTC,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,usdc-usd-coin,254430865241
48,ethereum,in,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,6.0,0x2796317b0ff8538f253012862c06787adfb8ceb6,2023-02-07 00:00:00.000 UTC,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,usdc-usd-coin,2841051847
49,ethereum,in,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,6.0,0x1116898dda4015ed8ddefb84b6e8bc24528af2d8,2022-03-09 00:00:00.000 UTC,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,usdc-usd-coin,79677667620
50,,in,0xbaac2b4491727d78d2b78815144570b9f2fe8899,,0x2796317b0ff8538f253012862c06787adfb8ceb6,2022-09-19 00:00:00.000 UTC,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,,240000000000000000000000
51,ethereum,in,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,6.0,0x2796317b0ff8538f253012862c06787adfb8ceb6,2023-06-29 00:00:00.000 UTC,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,usdc-usd-coin,3468972595
52,ethereum,in,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,6.0,0x1116898dda4015ed8ddefb84b6e8bc24528af2d8,2022-12-13 00:00:00.000 UTC,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,usdc-usd-coin,89144437148
53,ethereum,in,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,6.0,0x5777d92f208679db4b9778590fa3cab3ac9e2168,2022-03-10 00:00:00.000 UTC,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,usdc-usd-coin,583887002447
54,ethereum,in,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,6.0,0x2796317b0ff8538f253012862c06787adfb8ceb6,2023-05-04 00:00:00.000 UTC,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,usdc-usd-coin,501826535861
55,ethereum,in,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,6.0,0x1116898dda4015ed8ddefb84b6e8bc24528af2d8,2021-11-12 00:00:00.000 UTC,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,usdc-usd-coin,25891956785
56,,in,0xbaac2b4491727d78d2b78815144570b9f2fe8899,,0x2796317b0ff8538f253012862c06787adfb8ceb6,2022-02-02 00:00:00.000 UTC,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,,35000000000000000000000
57,ethereum,in,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,6.0,0x1111111254fb6c44bac0bed2854e76f90643097d,2022-03-20 00:00:00.000 UTC,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,usdc-usd-coin,218579450301
58,ethereum,from,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,6.0,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,2022-05-09 00:00:00.000 UTC,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,usdc-usd-coin,325788475935
59,,from,0x1b84765de8b7566e4ceaf4d0fd3c5af52d3dde4f,,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,2022-01-06 00:00:00.000 UTC,0x0af91fa049a7e1894f480bfe5bba20142c6c29a9,,40000000000000000000000
60,,from,0x1b84765de8b7566e4ceaf4d0fd3c5af52d3dde4f,,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,2022-04-11 00:00:00.000 UTC,0x0000000000000000000000000000000000000000,,353028188735670834074601
61,,from,0x1b84765de8b7566e4ceaf4d0fd3c5af52d3dde4f,,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,2022-05-03 00:00:00.000 UTC,0x804af23ae26310e85578c0189f7406e713e916cc,,20000000000000000000000
62,,from,0x1b84765de8b7566e4ceaf4d0fd3c5af52d3dde4f,,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,2022-03-28 00:00:00.000 UTC,0xb3dad3c24a861b84fdf380b212662620627d4e15,,15000000000000000000000
63,,from,0x1b84765de8b7566e4ceaf4d0fd3c5af52d3dde4f,,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,2022-05-10 00:00:00.000 UTC,0x0000000000000000000000000000000000000000,,60000000000000000000000
64,,from,0x1b84765de8b7566e4ceaf4d0fd3c5af52d3dde4f,,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,2023-02-10 00:00:00.000 UTC,0x0d745ad687f2b1e1941569f09f612f60ad4ad5bc,,200000000000000000000000
65,,from,0x1b84765de8b7566e4ceaf4d0fd3c5af52d3dde4f,,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,2022-09-20 00:00:00.000 UTC,0x6126ba8ac906e7e15095392ad6ea03c48adceace,,300000000000000000000000
66,ethereum,from,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,6.0,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,2023-01-19 00:00:00.000 UTC,0x0d745ad687f2b1e1941569f09f612f60ad4ad5bc,usdc-usd-coin,36400442752
67,ethereum,from,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,6.0,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,2022-10-03 00:00:00.000 UTC,0x4d30a0e0b68f6d7ea98e0c76ac178f1f5eac0302,usdc-usd-coin,30000000000
68,ethereum,from,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,6.0,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,2021-10-24 00:00:00.000 UTC,0x348ee8db6fdd575fc52114e33286392b4dfa69f6,usdc-usd-coin,3207000000
69,ethereum,from,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,6.0,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,2022-03-20 00:00:00.000 UTC,0x0af91fa049a7e1894f480bfe5bba20142c6c29a9,usdc-usd-coin,250000000000
70,ethereum,from,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,6.0,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,2023-06-06 00:00:00.000 UTC,0x6126ba8ac906e7e15095392ad6ea03c48adceace,usdc-usd-coin,300000000
71,ethereum,from,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,6.0,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,2022-03-10 00:00:00.000 UTC,0x0af91fa049a7e1894f480bfe5bba20142c6c29a9,usdc-usd-coin,733615015114
72,ethereum,from,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,6.0,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,2023-06-29 00:00:00.000 UTC,0x6ebe2bf67034438725e76e35c0a5f4a55b8e6848,usdc-usd-coin,30000000000
73,ethereum,from,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,6.0,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,2022-03-16 00:00:00.000 UTC,0x348ee8db6fdd575fc52114e33286392b4dfa69f6,usdc-usd-coin,184000000000
74,ethereum,from,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,6.0,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,2022-07-25 00:00:00.000 UTC,0xfe440a99d2c442f1714e84d6fe27293282e0117b,usdc-usd-coin,16667000000
75,ethereum,from,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,6.0,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,2022-10-03 00:00:00.000 UTC,0x32d958c68fbf235e3bf9b4326d5640cc836e67d9,usdc-usd-coin,30000000000
76,ethereum,from,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,6.0,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,2023-05-04 00:00:00.000 UTC,0x6126ba8ac906e7e15095392ad6ea03c48adceace,usdc-usd-coin,300000000000
77,ethereum,from,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,6.0,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,2021-11-12 00:00:00.000 UTC,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,usdc-usd-coin,27559865111
78,ethereum,from,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,6.0,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,2022-01-10 00:00:00.000 UTC,0x0af91fa049a7e1894f480bfe5bba20142c6c29a9,usdc-usd-coin,10496516018
79,ethereum,from,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,6.0,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,2022-07-05 00:00:00.000 UTC,0x1454b942e35f3796b66e72f16313816c5b30b1ba,usdc-usd-coin,18538210000
80,ethereum,from,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,6.0,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,2022-07-07 00:00:00.000 UTC,0xb3dad3c24a861b84fdf380b212662620627d4e15,usdc-usd-coin,25000000000
81,ethereum,from,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,6.0,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,2022-03-28 00:00:00.000 UTC,0x0af91fa049a7e1894f480bfe5bba20142c6c29a9,usdc-usd-coin,400000000000
82,ethereum,from,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,6.0,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,2023-06-08 00:00:00.000 UTC,0x08974a131b93322e4394242bd6ad04cecd41fdb3,usdc-usd-coin,86681680000
83,ethereum,from,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,6.0,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,2021-10-14 00:00:00.000 UTC,0x348ee8db6fdd575fc52114e33286392b4dfa69f6,usdc-usd-coin,21000000000
84,ethereum,from,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,6.0,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,2022-12-13 00:00:00.000 UTC,0xa43c51aacae41aec73e1eff2d13d69ed13de8dab,usdc-usd-coin,67763590000
85,ethereum,in,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,18.0,0x2796317b0ff8538f253012862c06787adfb8ceb6,2021-11-22 00:00:00.000 UTC,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,weth-weth,9083229816033669681
86,ethereum,in,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,18.0,0x2796317b0ff8538f253012862c06787adfb8ceb6,2023-06-29 00:00:00.000 UTC,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,weth-weth,55307487535184766478
87,,in,0x6d9541ba0f1039d0f8636b4f39d20a8a7464f357,,0xa27f25d6a8f876c8cdd506f6cc59f3166f2a494f,2022-09-16 00:00:00.000 UTC,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,,606375000000000000000000
88,ethereum,in,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,18.0,0x2796317b0ff8538f253012862c06787adfb8ceb6,2021-10-15 00:00:00.000 UTC,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,weth-weth,2077397637127112212
89,ethereum,in,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,18.0,0x2796317b0ff8538f253012862c06787adfb8ceb6,2021-11-17 00:00:00.000 UTC,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,weth-weth,3126285498896597362
90,ethereum,in,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,18.0,0x2796317b0ff8538f253012862c06787adfb8ceb6,2021-10-06 00:00:00.000 UTC,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,weth-weth,9794185893044617389
91,ethereum,in,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,18.0,0x2796317b0ff8538f253012862c06787adfb8ceb6,2022-02-18 00:00:00.000 UTC,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,weth-weth,73107033397180249109
92,ethereum,in,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,18.0,0x2796317b0ff8538f253012862c06787adfb8ceb6,2021-10-29 00:00:00.000 UTC,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,weth-weth,3438792792590990390
93,ethereum,in,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,18.0,0x2796317b0ff8538f253012862c06787adfb8ceb6,2021-11-19 00:00:00.000 UTC,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,weth-weth,3374571164445667897
94,ethereum,in,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,18.0,0x2796317b0ff8538f253012862c06787adfb8ceb6,2022-02-02 00:00:00.000 UTC,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,weth-weth,176148861572960027410
95,ethereum,in,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,18.0,0x2796317b0ff8538f253012862c06787adfb8ceb6,2021-10-19 00:00:00.000 UTC,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,weth-weth,5503971338392120193
96,,in,0x622236bb180256b6ae1a935dae08dc0356141632,,0x6da5f047b1ec9e822f132efdf02e76eddf29dbf5,2022-07-13 00:00:00.000 UTC,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,,1000000000000000000
97,ethereum,in,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,18.0,0x2796317b0ff8538f253012862c06787adfb8ceb6,2023-02-07 00:00:00.000 UTC,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,weth-weth,70334697083638298601
98,ethereum,in,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,18.0,0x2796317b0ff8538f253012862c06787adfb8ceb6,2021-12-07 00:00:00.000 UTC,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,weth-weth,16338722998244204855
99,ethereum,in,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,18.0,0x2796317b0ff8538f253012862c06787adfb8ceb6,2023-03-28 00:00:00.000 UTC,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,weth-weth,168248757361344365878
100,ethereum,in,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,18.0,0x2796317b0ff8538f253012862c06787adfb8ceb6,2021-11-29 00:00:00.000 UTC,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,weth-weth,8032738047933869172
101,ethereum,in,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,18.0,0x2796317b0ff8538f253012862c06787adfb8ceb6,2022-09-19 00:00:00.000 UTC,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,weth-weth,118852021645787145025
102,ethereum,in,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,18.0,0x2796317b0ff8538f253012862c06787adfb8ceb6,2021-10-27 00:00:00.000 UTC,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,weth-weth,3820734328510017740
103,ethereum,in,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,18.0,0x2796317b0ff8538f253012862c06787adfb8ceb6,2022-01-20 00:00:00.000 UTC,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,weth-weth,140019370996057021579
